gallium indium egain,WOS:000405410700001
high thermal conductivity,WOS:000405410700001
double network hydrogel,WOS:000405410700001
stretchable electronics,WOS:000405410700001
metamaterial absorber,WOS:000405410700001
dielectric constant,WOS:000405410700001
conjugated polymer,WOS:000405410700001
mechanical property,WOS:000405410700001
tunneling junction,WOS:000405410700001
carbon nanotube,WOS:000405410700001
biology in situ,WOS:000405289100004
cryoelectron tomography,WOS:000405289100004
microscope tomography,WOS:000405289100004
protein complexe,WOS:000405289100004
classification,WOS:000405289100004
subtomogram,WOS:000405289100004
cell,WOS:000405289100004
reconstruction,WOS:000405289100004
localization,WOS:000405289100004
recognition,WOS:000405289100004
time of flight,WOS:000406432100005
depth camera,WOS:000406432100005
camera,WOS:000406432100005
animation,WOS:000406432100048
plushy,WOS:000406432100048
computational design,WOS:000406432100048
soft robotics,WOS:000406432100048
speech anirnatiorr,WOS:000406432100061
machine learning,WOS:000406432100061
active appearance model,WOS:000406432100061
facial animation,WOS:000406432100061
talking head,WOS:000406432100061
motion,WOS:000406432100061
telescoping structure,WOS:000406432100051
deployable structure,WOS:000406432100051
computational design,WOS:000406432100051
fabrication,WOS:000406432100051
discrete differential geometry,WOS:000406432100051
constant curvature,WOS:000406432100051
curve,WOS:000406432100051
biped robot,WOS:000402177000005
stability,WOS:000402177000005
push recovery,WOS:000402177000005
flexion,WOS:000402177000005
vertical motion,WOS:000402177000005
capturability based analysis,WOS:000402177000005
legged locomotion,WOS:000402177000005
walking,WOS:000402177000005
recovery,WOS:000402177000005
soft actuator,WOS:000404415000080
pneumatic bending actuator,WOS:000404415000080
bilayer composite,WOS:000404415000080
non uniform magnetic field,WOS:000404415000080
ferromagnetic particle,WOS:000404415000080
nickel nanoparticle,WOS:000404415000080
particle,WOS:000404415000080
alignment,WOS:000404415000080
robotics,WOS:000404415000080
surface,WOS:000404415000080
math problem solving,WOS:000403384500027
mental stage,WOS:000403384500027
symbolic,WOS:000403384500027
visuospatial representation,WOS:000403384500027
graph,WOS:000403384500027
arithmetic word problem,WOS:000403384500027
mental number line,WOS:000403384500027
left angular gyrus,WOS:000403384500027
mathematical problem,WOS:000403384500027
functional mri,WOS:000403384500027
individual difference,WOS:000403384500027
working memory,WOS:000403384500027
representation,WOS:000403384500027
imagery,WOS:000403384500027
fmri,WOS:000403384500027
gps/ins integrated system,WOS:000400033300006
artificial intelligence,WOS:000400033300006
gps outage,WOS:000400033300006
kalman filter,WOS:000400033300006
neural network,WOS:000400033300006
navigation,WOS:000400033300006
system,WOS:000400033300006
mesoporous janus nanomotor,WOS:000401551300002
low reynolds number,WOS:000401551300002
skeletal muscle,WOS:000401551300002
drug delivery,WOS:000401551300002
powered microswimmer,WOS:000401551300002
artificial swimmer,WOS:000401551300002
biological machine,WOS:000401551300002
acoustic bubble,WOS:000401551300002
magnetic field,WOS:000401551300002
cargo delivery,WOS:000401551300002
teamwork,WOS:000401211900002
innovation,WOS:000401211900002
problem solving,WOS:000401211900002
collaborative design,WOS:000401211900002
conflict,WOS:000401211900002
decision making,WOS:000401211900002
intragroup conflict,WOS:000401211900002
task conflict,WOS:000401211900002
mental model,WOS:000401211900002
information,WOS:000401211900002
performance,WOS:000401211900002
metaanalysis,WOS:000401211900002
creativity,WOS:000401211900002
innovation,WOS:000401211900002
dissent,WOS:000401211900002
quasi static stability,WOS:000401483300018
gait,WOS:000401483300018
uneven terrain,WOS:000401483300018
phase,WOS:000401483300018
dynamical system,WOS:000401483300018
dog,WOS:000401483300018
nonequilibrium phase transition,WOS:000401483300018
coordinated biological motion,WOS:000401483300018
quadrupedal gait,WOS:000401483300018
dynamic stability,WOS:000401483300018
legged locomotion,WOS:000401483300018
human walking,WOS:000401483300018
robot,WOS:000401483300018
stabilization,WOS:000401483300018
animal,WOS:000401483300018
balance,WOS:000401483300018
shape memory polymer,WOS:000398176900006
electro conjugate fluid,WOS:000398176900006
liquid crystalline elastomer,WOS:000398176900006
belousov zhabotinsky reaction,WOS:000398176900006
carbon nanotube actuator,WOS:000398176900006
self oscillating gel,WOS:000398176900006
degree of freedom,WOS:000398176900006
on a chip,WOS:000398176900006
artificial muscle,WOS:000398176900006
electrorheological fluid,WOS:000398176900006
biomechanics,WOS:000399348900011
human performance augmentation,WOS:000399348900011
legged robotics,WOS:000399348900011
rehabilitation robotics,WOS:000399348900011
stability,WOS:000399348900011
knee disarticulation amputation,WOS:000399348900011
passive dynamic walker,WOS:000399348900011
limit cycle walker,WOS:000399348900011
transtibial amputation,WOS:000399348900011
energetic cost,WOS:000399348900011
gait stability,WOS:000399348900011
humanoid robot,WOS:000399348900011
older adult,WOS:000399348900011
prosthesis,WOS:000399348900011
design,WOS:000399348900011
learning and adaptive system,WOS:000399348900016
multiobjective optimization,WOS:000399348900016
response surface method,WOS:000399348900016
evolutionary algorithm,WOS:000399348900016
bayesian optimization,WOS:000399348900016
marginal likelihood,WOS:000399348900016
genetic algorithm,WOS:000399348900016
gait,WOS:000399348900016
autonomy,WOS:000394640400005
platform,WOS:000394640400005
self reconfigurable robot,WOS:000394640400009
transmission,WOS:000394640400009
pneumatic artificial muscle,WOS:000395763000003
soft robotics,WOS:000395763000003
design and manufacturing,WOS:000395763000003
embedded fiber,WOS:000395763000003
stress strain test,WOS:000395763000003
actuator,WOS:000395763000003
soft robot,WOS:000395763000003
coordination,WOS:000394369400005
autonomy,WOS:000394369400005
world,WOS:000394369400005
robot,WOS:000394369400005
liquid metal,WOS:000395101200035
thermal conductivity,WOS:000395101200035
soft material,WOS:000395101200035
soft robotics,WOS:000395101200035
stretchable electronics,WOS:000395101200035
polymer composite,WOS:000395101200035
alloy,WOS:000395101200035
dielectric elastomer,WOS:000392729200022
artificial muscle,WOS:000392729200022
actuator,WOS:000392729200022
performance,WOS:000392729200022
network,WOS:000392729200022
transparent,WOS:000392729200022
generation,WOS:000392729200022
robot,WOS:000392729200022
strain,WOS:000392729200022
gel,WOS:000392729200022
long term dependency,WOS:000412062600001
gradient descent,WOS:000412062600001
neural network,WOS:000412062600001
identification,WOS:000412062600001
priming,WOS:000411756000043
cognitive architecture,WOS:000411756000043
robotic manipulation,WOS:000411756000043
feature extraction,WOS:000408364300001
knowledge representation,WOS:000408364300001
deep learning,WOS:000408364300001
computational biology,WOS:000408364300001
convolutional neural network,WOS:000408364300001
multi task network,WOS:000408364300001
ppi prediction,WOS:000408364300001
gene expression,WOS:000408364300001
independent component analysis,WOS:000408364300001
feature selection method,WOS:000408364300001
semantic similarity,WOS:000408364300001
network,WOS:000408364300001
biology,WOS:000408364300001
array,WOS:000408364300001
exoskeleton,WOS:000404270600107
control design,WOS:000404270600107
robot control,WOS:000404270600107
walking,WOS:000404270600107
resilience evaluation,WOS:000394113900006
self adaptive system,WOS:000394113900006
robustness testing technique,WOS:000394113900006
probabilistic model checking,WOS:000394113900006
adaptation,WOS:000394113900006
thermal management,WOS:000394781100017
strain sensor,WOS:000394781100017
sensitivity,WOS:000394781100017
foam,WOS:000394781100017
soft,WOS:000394781100017
gps denied environment,WOS:000393671700003
rgb d camera,WOS:000393671700003
indoor environment,WOS:000393671700003
aggressive flight,WOS:000393671700003
range flow,WOS:000393671700003
navigation,WOS:000393671700003
localization,WOS:000393671700003
vision,WOS:000393671700003
motion,WOS:000393671700003
mav,WOS:000393671700003
synergy,WOS:000392267600002
act r,WOS:000390837100024
diffusion model,WOS:000390837100024
c3trace,WOS:000390837100024
intelligent agent,WOS:000390837100024
cognitive architecture,WOS:000390837100024
memory,WOS:000390837100024
localization,WOS:000390507700012
long term autonomy,WOS:000390507700012
mapping,WOS:000390507700012
mobile robot,WOS:000390507700012
environment,WOS:000390507700012
navigation,WOS:000390507700012
algorithm,WOS:000390507700012
alignment,WOS:000390507700012
strain sensor,WOS:000390117800015
pulse oximetry,WOS:000390117800015
skin,WOS:000390117800015
design,WOS:000390117800015
technology,WOS:000390117800015
composite,WOS:000390117800015
pressure,WOS:000390117800015
adhesion,WOS:000390117800015
anomaly detection,WOS:000392722400006
feature selection,WOS:000392722400006
robotics,WOS:000392722400006
robust autonomy,WOS:000392722400006
fast subset scan,WOS:000392722400006
image segmentation,WOS:000392722400006
biologically inspired robot,WOS:000389849700005
legged robot,WOS:000389849700005
mechanism design,WOS:000389849700005
motor selection,WOS:000389849700005
tail,WOS:000389849700005
legged locomotion,WOS:000389849700005
robot,WOS:000389849700005
manipulator,WOS:000389849700005
gait,WOS:000389849700005
tail,WOS:000389849700005
intelligent tutoring system,WOS:000388188400003
adaptive selection of learning task,WOS:000388188400003
assistance,WOS:000388188400003
self explanation,WOS:000388188400003
self explanation,WOS:000388188400003
navigation support,WOS:000388188400003
cognitive tutor,WOS:000388188400003
efficiency,WOS:000388188400003
instruction,WOS:000388188400003
expertise,WOS:000388188400003
system,WOS:000388188400003
programmable matter,WOS:000384886900004
multifunctional material,WOS:000384886900004
soft robot,WOS:000384886900004
magnetic actuation,WOS:000384886900004
miniature device,WOS:000384886900004
artificial cilium,WOS:000384886900004
composite,WOS:000384886900004
actuator,WOS:000384886900004
transformation,WOS:000384886900004
microstructure,WOS:000384886900004
design,WOS:000384886900004
system,WOS:000384886900004
flow,WOS:000384886900004
gel,WOS:000384886900004
gait,WOS:000386984400043
amputation,WOS:000386984400043
energetics,WOS:000386984400043
robotics,WOS:000386984400043
to step transition,WOS:000386984400043
human walking,WOS:000386984400043
energy expenditure,WOS:000386984400043
foot,WOS:000386984400043
exoskeleton,WOS:000386984400043
amputation,WOS:000386984400043
cost,WOS:000386984400043
gait,WOS:000386984400043
grand challenge,WOS:000390513600002
cognitive decathlon,WOS:000390513600002
turing test,WOS:000390513600002
performance comparison,WOS:000390513600002
simulation,WOS:000390513600002
api,WOS:000390513600002
standard,WOS:000390513600002
control,WOS:000384279800006
functional electrical stimulation,WOS:000384279800006
human machine teaming,WOS:000384279800006
modeling,WOS:000384279800006
rehabilitation,WOS:000384279800006
reinforcement learning,WOS:000384279800006
simulation,WOS:000384279800006
upper extremity,WOS:000384279800006
spinal cord injury,WOS:000384279800006
functional electrical stimulation,WOS:000384279800006
system,WOS:000384279800006
motion,WOS:000384279800006
muscle,WOS:000384279800006
model,WOS:000384279800006
time,WOS:000384279800006
object proposal,WOS:000381505500003
convolutional neural network,WOS:000381505500003
deep learning,WOS:000381505500003
self adaptive system,WOS:000379282600004
impact model,WOS:000379282600004
environment model,WOS:000379282600004
uncertainty,WOS:000379282600004
variability,WOS:000379282600004
verification,WOS:000379282600004
high mobility,WOS:000383577800001
adhesive,WOS:000383577800001
inspection,WOS:000383577800001
mechanism,WOS:000383577800001
waalbot,WOS:000383577800001
design,WOS:000383577800001
perception,WOS:000384790700005
medial temporal lobe,WOS:000384790700005
amnesia,WOS:000384790700005
hippocampus,WOS:000384790700005
perirhinal cortex,WOS:000384790700005
congenital prosopagnosia,WOS:000384790700005
visual discrimination,WOS:000384790700005
face processing network,WOS:000384790700005
perirhinal cortex ablation,WOS:000384790700005
congenital prosopagnosia,WOS:000384790700005
developmental prosopagnosia,WOS:000384790700005
visual discrimination,WOS:000384790700005
working memory,WOS:000384790700005
structural connectivity,WOS:000384790700005
neuroimaging finding,WOS:000384790700005
detailed exploration,WOS:000384790700005
episodic memory,WOS:000384790700005
intubation,WOS:000383915000018
augmented reality,WOS:000383915000018
computer vision,WOS:000383915000018
signal processing,WOS:000383915000018
predicted difficult airway,WOS:000383915000018
direct laryngoscopy,WOS:000383915000018
video laryngoscopy,WOS:000383915000018
united state,WOS:000383915000018
service,WOS:000383915000018
rigid body dynamic,WOS:000382981600001
hybrid dynamical system,WOS:000382981600001
contact modeling,WOS:000382981600001
massless limb,WOS:000382981600001
rigid body collision,WOS:000382981600001
mechanical system,WOS:000382981600001
unilateral constraint,WOS:000382981600001
legged locomotion,WOS:000382981600001
contact problem,WOS:000382981600001
dynamic,WOS:000382981600001
friction,WOS:000382981600001
automaton,WOS:000382981600001
convergence,WOS:000382981600001
simulation,WOS:000382981600001
design,WOS:000393580200005
language,WOS:000393580200005
performance,WOS:000393580200005
parallel programming,WOS:000393580200005
linear logic,WOS:000393580200005
manipulator,WOS:000376096500010
gecko foot hair,WOS:000378940100017
fibrillar adhesive,WOS:000378940100017
surface energy,WOS:000378940100017
elastic solid,WOS:000378940100017
liquid metal,WOS:000378940100017
contact,WOS:000378940100017
deformation,WOS:000378940100017
membrane,WOS:000378940100017
behavior,WOS:000378940100017
alloy,WOS:000378940100017
ubiquitous business proces,WOS:000385246800010
business process improvement,WOS:000385246800010
ubiquitous computing,WOS:000385246800010
ubpmn,WOS:000385246800010
time banking,WOS:000385246800010
balanced scorecard,WOS:000385246800010
sensor network,WOS:000385246800010
performance,WOS:000385246800010
context,WOS:000385246800010
system,WOS:000385246800010
machine learning,WOS:000392917400009
artificial intelligence big data,WOS:000392917400009
big model,WOS:000392917400009
distributed system,WOS:000392917400009
principle,WOS:000392917400009
theory,WOS:000392917400009
data parallelism,WOS:000392917400009
model parallelism,WOS:000392917400009
neural network,WOS:000392917400009
regression,WOS:000392917400009
recognition,WOS:000392917400009
selection,WOS:000392917400009
lasso,WOS:000392917400009
model,WOS:000392917400009
dynamic,WOS:000378528900010
kinematics,WOS:000378528900010
model identification,WOS:000378528900010
wheeled mobile robot,WOS:000378528900010
wheel slip,WOS:000378528900010
wheel terrain interaction,WOS:000378528900010
kinematics,WOS:000378528900010
rover,WOS:000378528900010
terrain,WOS:000378528900010
skeletal muscle,WOS:000376772000018
tissue engineering,WOS:000376772000018
extracellular matrix,WOS:000376772000018
microcontact printing,WOS:000376772000018
dystrophin glycoprotein complex,WOS:000376772000018
duchenne muscular dystrophy,WOS:000376772000018
in vitro,WOS:000376772000018
extracellular matrix,WOS:000376772000018
satellite cell,WOS:000376772000018
collagen gel,WOS:000376772000018
thin film,WOS:000376772000018
tissue,WOS:000376772000018
differentiation,WOS:000376772000018
myotube,WOS:000376772000018
business process modeling,WOS:000374368000004
ubiquitous business proces,WOS:000374368000004
ubiquitous computing,WOS:000374368000004
ubpmn,WOS:000374368000004
integration,WOS:000374368000004
robot,WOS:000375502900003
social robot,WOS:000375502900003
animacy,WOS:000375502900003
lifeline,WOS:000375502900003
motion,WOS:000375502900003
appearance,WOS:000375502900003
biological motion,WOS:000375502900003
perception,WOS:000375502900003
behavior,WOS:000375502900003
model,WOS:000375502900003
predictability,WOS:000383363300010
physic engine comparison,WOS:000383363300010
physic simulation,WOS:000383363300010
virtual world,WOS:000383363300010
algorithm,WOS:000377286900001
experimentation,WOS:000377286900001
theory,WOS:000377286900001
color transform,WOS:000377286900001
feature descriptor,WOS:000377286900001
neural network,WOS:000377286900001
photo enhancement,WOS:000377286900001
image segmentation,WOS:000375092600007
deep learning,WOS:000375092600007
reconstruction network,WOS:000375092600007
recognition,WOS:000375092600007
skill acquisition,WOS:000375221600006
power law of practice,WOS:000375221600006
arithmetic,WOS:000375221600006
hidden markov modeling,WOS:000375221600006
fmri,WOS:000375221600006
power law,WOS:000375221600006
cognitive skill,WOS:000375221600006
strategy execution,WOS:000375221600006
temporal dynamic,WOS:000375221600006
instance theory,WOS:000375221600006
fmri,WOS:000375221600006
retrieval,WOS:000375221600006
memory,WOS:000375221600006
perfectionist,WOS:000375221600006
automatization,WOS:000375221600006
deployment system,WOS:000374846000007
mobile robot,WOS:000374846000007
self adaptive system,WOS:000373411400004
reliability prediction,WOS:000373411400004
impact prediction,WOS:000373411400004
adaptive software,WOS:000373411400004
system,WOS:000373411400004
autonomous agent design,WOS:000373088000003
human agent interaction,WOS:000373088000003
cultural disparity,WOS:000373088000003
reciprocity,WOS:000373088000003
metaanalysis,WOS:000373088000003
behavior,WOS:000373088000003
motion planning under uncertainty,WOS:000374442300005
nonholonomic motion planning,WOS:000374442300005
belief space,WOS:000374442300005
environment,WOS:000374442300005
multirobot simultaneous localization,WOS:000372786100014
expectation maximization,WOS:000372786100014
cooperative localization,WOS:000372786100014
algorithm,WOS:000372786100014
slam,WOS:000372786100014
map,WOS:000372786100014
exploration,WOS:000372786100014
network,WOS:000372786100014
graph,WOS:000372786100014
capsule endoscopy,WOS:000372368700010
localization,WOS:000372368700010
magnetic actuation,WOS:000372368700010
magnetic robot,WOS:000372368700010
actuated soft capsule,WOS:000372368700010
endoscopic capsule,WOS:000372368700010
permanent magnet,WOS:000372368700010
medical device,WOS:000372368700010
position,WOS:000372368700010
system,WOS:000372368700010
orientation,WOS:000372368700010
accuracy,WOS:000372368700010
tracking,WOS:000372368700010
motion,WOS:000372368700010
basal ganglion,WOS:000372712200001
reinforcement learning,WOS:000372712200001
decision making,WOS:000372712200001
diffusion model,WOS:000372712200001
exploration exploitation tradeoff,WOS:000372712200001
speed accuracy tradeoff,WOS:000372712200001
striatal projection neuron,WOS:000372712200001
phasic dopamine release,WOS:000372712200001
deep brain stimulation,WOS:000372712200001
response inhibition,WOS:000372712200001
subthalamic nucleus,WOS:000372712200001
globus pallidus,WOS:000372712200001
individual difference,WOS:000372712200001
aversive behavior,WOS:000372712200001
neural mechanism,WOS:000372712200001
external segment,WOS:000372712200001
brain machine interface,WOS:000372595400001
brain computer interface,WOS:000372595400001
neuroprosthetic,WOS:000372595400001
shared mode control,WOS:000372595400001
assistive technology,WOS:000372595400001
spinal cord injury,WOS:000372595400001
computer interface,WOS:000372595400001
priority,WOS:000372595400001
user,WOS:000372595400001
student,WOS:000393381000002
skill,WOS:000393381000002
question,WOS:000393381000002
agreement,WOS:000393381000002
computer,WOS:000393381000002
video,WOS:000393381000002
real valued inequality,WOS:000372250100008
interactive theorem proving,WOS:000372250100008
automated theorem proving,WOS:000372250100008
object modeling,WOS:000371156500003
approximate model representation,WOS:000371156500003
sensor fusion,WOS:000371156500003
object detection and tracking,WOS:000371156500003
object detection,WOS:000371156500003
vehicle tracking,WOS:000371156500003
image sequence,WOS:000371156500003
mean shift,WOS:000371156500003
recognition,WOS:000371156500003
robotics,WOS:000371156500003
feature,WOS:000371156500003
lidar,WOS:000371156500003
van der waals force,WOS:000369403700025
crack healing,WOS:000369403700025
nano scale adhesion,WOS:000369403700025
microelectromechanical system,WOS:000369403700025
micro/nano scale interface model,WOS:000369403700025
micro beam model,WOS:000369403700025
micromachined surface,WOS:000369403700025
capillary adhesion,WOS:000369403700025
contact,WOS:000369403700025
model,WOS:000369403700025
electronics,WOS:000369403700025
silicon,WOS:000369403700025
mem,WOS:000369403700025
mica,WOS:000369403700025
sphere,WOS:000369403700025
beam,WOS:000369403700025
system biology,WOS:000373816700001
drug discovery,WOS:000373816700001
subcellular location,WOS:000373816700001
microscope image,WOS:000373816700001
classification,WOS:000373816700001
prediction,WOS:000373816700001
feature,WOS:000373816700001
design,WOS:000373816700001
gene,WOS:000373816700001
verification,WOS:000371364200002
algorithm,WOS:000371364200002
proactive adaptation,WOS:000371364200002
stochastic multiplayer game,WOS:000371364200002
latency aware,WOS:000371364200002
latency,WOS:000371364200002
medical robotics,WOS:000370764000019
surgery,WOS:000370764000019
visual servoing,WOS:000370764000019
visual servo control,WOS:000370764000019
image guided surgery,WOS:000369301000017
kalman filter,WOS:000369301000017
medical robotics,WOS:000369301000017
state estimation,WOS:000369301000017
minimally invasive surgery,WOS:000369301000017
catheter ablation,WOS:000369301000017
continuum robot,WOS:000369301000017
mapping system,WOS:000369301000017
observability,WOS:000369301000017
guidance,WOS:000369301000017
identification,WOS:000369301000017
localization,WOS:000369301000017
fluoroscopy,WOS:000369301000017
algorithm,WOS:000369301000017
human robot interaction,WOS:000368829400002
human swarm interaction,WOS:000368829400002
multi robot system,WOS:000368829400002
swarm robotics,WOS:000368829400002
multiagent dynamic system,WOS:000368829400002
mobile autonomous agent,WOS:000368829400002
bilateral teleoperation,WOS:000368829400002
switching topology,WOS:000368829400002
sensor network,WOS:000368829400002
coordination,WOS:000368829400002
automation,WOS:000368829400002
behavior,WOS:000368829400002
flocking,WOS:000368829400002
vehicle,WOS:000368829400002
pattern recognition,WOS:000368829400009
sensor system and application,WOS:000368829400009
ubiquitous computing,WOS:000368829400009
physical activity recognition,WOS:000368829400009
wearable sensor,WOS:000368829400009
classification,WOS:000368829400009
representation,WOS:000368829400009
adaptation,WOS:000368829400009
keymaera tutorial,WOS:000368716200005
formal verification of hybrid system,WOS:000368716200005
differential dynamic logic,WOS:000368716200005
automated theorem proving,WOS:000368716200005
introduction to hybrid system modeling and verification,WOS:000368716200005
differential dynamic logic,WOS:000368716200005
formal verification,WOS:000368716200005
system design,WOS:000367411500003
design proces,WOS:000367411500003
context selection,WOS:000367411500003
aware adaptive application,WOS:000367411500003
mobile,WOS:000367411500003
user,WOS:000367411500003
performance,WOS:000367411500003
information,WOS:000367411500003
framework,WOS:000367411500003
checking,WOS:000367411500003
software,WOS:000367411500003
location,WOS:000367411500003
pattern,WOS:000367411500003
video description,WOS:000409394400119
multimodal processing,WOS:000409394400119
deep neural network,WOS:000409394400119
complex optimization,WOS:000409394401047
complex valued neural network,WOS:000409394401047
beamforming,WOS:000409394401047
algorithm,WOS:000409394401047
automatic speech recognition,WOS:000409394402064
audio visual asr,WOS:000409394402064
deep learning,WOS:000409394402064
neural network,WOS:000409394402064
deep neural network,WOS:000409394402129
speech enhancement,WOS:000409394402129
multiple noise type,WOS:000409394402129
psychoacoustic model,WOS:000409394402129
denoising autoencoder,WOS:000409394402129
subspace approach,WOS:000409394402129
classification,WOS:000409394402129
speaker adaptation,WOS:000409394402150
deep neural network,WOS:000409394402150
i vector,WOS:000409394402150
linear combination layer,WOS:000409394402150
semi supervised learning,WOS:000409394402150
verification,WOS:000409394402150
big data,WOS:000404434900008
value discovery,WOS:000404434900008
value engineering,WOS:000404434900008
architecture landscape,WOS:000404434900008
ecosystem,WOS:000404434900008
innovation,WOS:000404434900008
energy industry,WOS:000404434900008
determinant maximization,WOS:000402634703151
ellipsoid,WOS:000402634703151
service robot,WOS:000400826600025
engineering design,WOS:000400826600025
design for life,WOS:000400826600025
senior citizen,WOS:000400826600025
management,WOS:000400826600025
model,WOS:000400826600025
deep learning,WOS:000399115002041
convolutional neural network,WOS:000399115002041
material design,WOS:000399115002041
material discovery,WOS:000399115002041
electronic image,WOS:000399115002041
ebsd,WOS:000399115002041
neural network,WOS:000399115002041
recognition,WOS:000399115002041
science,WOS:000399115002041
deep learning,WOS:000402039800171
image change detection,WOS:000402039800171
neural network,WOS:000402039800171
synthetic aperture radar,WOS:000402039800171
robot,WOS:000399823502120
locomotion,WOS:000400048105058
fictitious play,WOS:000400048105079
game,WOS:000400048105079
kinematics,WOS:000400048107120
system,WOS:000400048107120
model,WOS:000400048107120
wheeled mobile robot,WOS:000400048107122
nonholonomic constraint,WOS:000400048107122
system,WOS:000400048107122
action recognition,WOS:000400012302079
constrained nonlinear system,WOS:000388376102051
control lyapunov,WOS:000388376102051
geometric control,WOS:000388376102051
manipulator,WOS:000391921702034
motion,WOS:000391921702037
environment,WOS:000391921702037
robot,WOS:000391921702037
probabilistic roadmap,WOS:000391921703114
algorithm,WOS:000391921703114
system,WOS:000391921704118
trajectory generation,WOS:000391921704122
quadrotor,WOS:000391921704122
team,WOS:000391921704122
mechanism,WOS:000391921704142
darpa urban challenge,WOS:000391921705076
trajectory generation,WOS:000391921705078
quadrotor,WOS:000391921705078
flatness,WOS:000391921705078
coverage control,WOS:000391921705117
network,WOS:000391921705117
cascade,WOS:000392217100049
